NPS Classification;Country;Region;Reason 1;Reason 2;Reason 3;NPS;Comentário
Promoter;BR;SP;Oferece ganhos bons e est??veis;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo ?? profissional;9;Gostaria que fosse mostrado ap??s aceitar as corrida, informa??es como coment??rios e avalia??es de out4os motorista... mostra so a nota nem sempre conseguimos ver rapidamente entre uma e outra... E tamb??m quando to finalizando uma corrida e cai outra ja nao consigo ver o valor da corrida sendo assim so poderia ver pelo do passageiro.
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;Oferece boas funcionalidades de seguran?a;? seguro trabalhar com a 99;9;Apenas refor?arqie ba proxima atualiza??o do app , observem que qdo estamos finalizando uma viagem e ja aprece outra , se a anterior for pgto em dh, ja finaliza e some o valor !! Ficando assim na dependeica do cliente nos informar, e nesta mesma situa??o, estando proximo de finalizar a viagem , o app encerra o trajeto no app de navega??o, e as vezes temos ainda um trecho que pode ser sinuoso e ?? preciso reativar o trajeto , alem de gerae um inc?modo com o cliente que pode imaginar qialquer coisa
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;O aplicativo ?? f??cil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;9;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo ?? f??cil de ser utilizado;;9;
Promoter;BR;SP;Todos falam sobre a 99 de forma positiva;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;Oferece boas parcerias para o motorista;9;Acho que vcs poderiam colocar a op??o de ocultar o valor do ganhos que fazemos pq fica amostra no visor do aplicativo s?? uma opini?o
Promoter;BR;SP;Oferece boas parcerias para o motorista;Oferece ganhos bons e est??veis;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;9;
Promoter;BR;SP;Oferece ganhos bons e est??veis;Mostra as posi??es de embarque e desembarque corretamente;? f??cil receber meus ganhos na minha conta;9;
Promoter;BR;SP;O aplicativo ?? profissional;O aplicativo ?? f??cil de ser utilizado;Tem regras justas;9;
Promoter;BR;SP;Oferece ganhos bons e est??veis;Oferece informa??es suficientes do passageiro;Oferece uma visualiza??o clara e correta dos meus ganhos;9;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;Todos falam sobre a 99 de forma positiva;;9;
Promoter;BR;SP;Oferece boas funcionalidades de seguran?a;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;Tem regras justas;9;DIsponibilizar a funcao de pagamento parcial
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;? f??cil receber meus ganhos na minha conta;O aplicativo ?? profissional;9;Boa tarde!\nContinuem  evoluindo sempre, para manter um bom atendimento  aos motoristas e passageiros.
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Os passageiros s?o educados e t??m uma rota de viagem segura;Mostra as posi??es de embarque e desembarque corretamente;9;Coloquem hor??rio para retorno. Facilita muito. No mais, agrade?o.
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;;;9;
Promoter;BR;SP;? seguro trabalhar com a 99;Oferece boas parcerias para o motorista;Oferece um atendimento ao consumidor f??cil de entrar em contato;9;
Promoter;BR;SP;Tem regras justas;O aplicativo ?? f??cil de ser utilizado;Oferece ganhos bons e est??veis;9;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo ?? f??cil de ser utilizado;Oferece uma visualiza??o clara e correta dos meus ganhos;9;Sim. Voc??s poderiam rever as taxas e aumentar nossos ganhos. Pois tudo aumenta, combust??vel, manuten??o, troca de ??leo, pneus enfim... Voc??s querem cobrar um carro impec??vel, mas n?o querem dar tal condi??o.\nDeveriam viabilizar melhores ganhos.\nTalvez muitos motoristas prefiram a concorrente pelos ganhos. Pois a 99 tem melhores funcionalidades, por??m os ganhos s?o p??ssimos.
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;O aplicativo ?? f??cil de ser utilizado;;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Oferece uma visualiza??o clara e correta dos meus ganhos;O aplicativo ?? profissional;9;Estou gostando do App, ??nica coisa que me incomoda ?? o tempo de espera do passageiro , muito tempo onde muitas vezes n?o tem onde parar .\n E taxa de cancelamento e aceita??o  caso o passageiro n?o apare?a.
Promoter;BR;SP;Oferece uma visualiza??o clara e correta dos meus ganhos;O aplicativo ?? f??cil de ser utilizado;Todos falam sobre a 99 de forma positiva;9;Imparcialidade, motorista e passageiro.
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Oferece ganhos bons e est??veis;? f??cil receber meus ganhos na minha conta;9;Mostra onde passageiro vai ficar exatamente...
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;;;9;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;Todos falam sobre a 99 de forma positiva;O aplicativo ?? profissional;9;Eu acho que c?? podesse deixar pagar os centavos na pr??xima corrida ajudaria muito os motoristas, tem passageiro que sabe que o valor ?? trocado e vem com uma nota alta, a?? atrapalha o motorista fora aqueles que o cart?o n?o passa, porque n?o tem saldo no suficiente para pagar a corrida
Promoter;BR;SP;Todos falam sobre a 99 de forma positiva;;;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;? f??cil receber meus ganhos na minha conta;;9;Revis?o da tarifa est?? muito barato
Promoter;BR;SP;Oferece informa??es suficientes do passageiro;Oferece ganhos bons e est??veis;? f??cil receber meus ganhos na minha conta;9;Parab??ns .
Promoter;BR;SP;Todos falam sobre a 99 de forma positiva;;;9;
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;O aplicativo atende todas as minhas necessidades de trabalho;Mostra as posi??es de embarque e desembarque corretamente;9;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;Oferece boas parcerias para o motorista;Oferece boas funcionalidades de seguran?a;9;Boa tarde......viagens em dinheiro qdo o motorista ? tiver troco abrindo se um icone pra deixar pra proxima corrida do passageiro e a 99 podendo acrescentar nos ganhos do motorista...e passageiro ? tendo dinheiro para o pagto deixando pra proxima corrida ?? efetuar a msm\n                  Obrigado....\n                           Celio lira
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;;;9;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece boas funcionalidades de seguran?a;9;
Promoter;BR;SP;? seguro trabalhar com a 99;Oferece informa??es suficientes do passageiro;Oferece boas parcerias para o motorista;9;
Promoter;BR;SP;Tem regras justas;Oferece uma visualiza??o clara e correta dos meus ganhos;O aplicativo atende todas as minhas necessidades de trabalho;9;Poderia mostrar  origem e destino no mapa mesmo reduzido inclusive com km da viagem e n?o s?? a dist?ncia at?? o cliente. Pois existem locais que n?o s?o confi??veis pra um motorista, mas pra outro e confi??vel.
Promoter;BR;SP;Todos falam sobre a 99 de forma positiva;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;O aplicativo ?? profissional;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;;;9;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;Oferece ganhos bons e est??veis;Oferece boas parcerias para o motorista;9;Nao
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;O aplicativo ?? f??cil de ser utilizado;Oferece uma visualiza??o clara e correta dos meus ganhos;9;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo ?? f??cil de ser utilizado;? f??cil receber meus ganhos na minha conta;9;O app para ser nota 10 s?? precisa reajustar o pre?o pago por km e minuto.
Promoter;BR;SP;Todos falam sobre a 99 de forma positiva;? f??cil receber meus ganhos na minha conta;Oferece uma rota segura de acordo com a prevista;9;N?o
Promoter;BR;SP;Os passageiros s?o educados e t??m uma rota de viagem segura;O aplicativo ?? f??cil de ser utilizado;O aplicativo atende todas as minhas necessidades de trabalho;9;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;;;9;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;O aplicativo ?? f??cil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;9;
Promoter;BR;SP;Oferece boas parcerias para o motorista;;;9;A op??o pagamento com cart?o de d??bito precisa ser melhorada para nossa seguran?a. 80% das chamadas com cart?o de d??bito s?o para terceiros, que no final da corrida pagam em dinheiro.\nO risco de ser assaltado ou de n?o receber o valor da corrida ?? grande.
Promoter;BR;SP;Oferece informa??es suficientes do passageiro;? f??cil receber meus ganhos na minha conta;O aplicativo atende todas as minhas necessidades de trabalho;9;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo atende todas as minhas necessidades de trabalho;? seguro trabalhar com a 99;9;
Promoter;BR;SP;Oferece uma visualiza??o clara e correta dos meus ganhos;O aplicativo ?? f??cil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;9;Servi?o excelente
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;Oferece ganhos bons e est??veis;Oferece uma visualiza??o clara e correta dos meus ganhos;9;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;? f??cil receber meus ganhos na minha conta;;9;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece boas funcionalidades de seguran?a;9;S?? tenho que agradecer \nObrigado
Promoter;BR;SP;Oferece boas funcionalidades de seguran?a;Oferece uma rota segura de acordo com a prevista;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;9;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;? seguro trabalhar com a 99;Mostra as posi??es de embarque e desembarque corretamente;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;;;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;? f??cil receber meus ganhos na minha conta;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;9;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;? f??cil receber meus ganhos na minha conta;O aplicativo ?? f??cil de ser utilizado;9;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;Oferece ganhos bons e est??veis;;9;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;Oferece boas parcerias para o motorista;O aplicativo ?? profissional;9;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo ?? f??cil de ser utilizado;;9;
Promoter;BR;SP;Todos falam sobre a 99 de forma positiva;;;9;
Promoter;BR;SP;Oferece uma visualiza??o clara e correta dos meus ganhos;O aplicativo ?? f??cil de ser utilizado;Oferece um atendimento ao consumidor f??cil de entrar em contato;9;A 99 deveria sair na frente da uber e nos conceder um abono ou adiantamento de uns R$ 1.000 ( mesmo q desconte dpois) nesta fase do coron??ria em que n?o temos passageiro para transportar. As ruas est?o desertas, as empresas em quarentena e n??s no preju??zo sem termos como pagar nossos boletos. Ajuda a?? 99 !!!!!
Promoter;BR;SP;O aplicativo ?? profissional;? seguro trabalhar com a 99;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;9;tem algo a melhorar como disponibilizar amostra de corridas anteriores em uma corrida em andamento.
Promoter;BR;SP;? seguro trabalhar com a 99;O aplicativo atende todas as minhas necessidades de trabalho;? f??cil receber meus ganhos na minha conta;9;
Promoter;BR;SP;O aplicativo ?? profissional;O aplicativo atende todas as minhas necessidades de trabalho;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;9;Nao
Promoter;BR;SP;O aplicativo ?? profissional;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;Oferece um atendimento ao consumidor f??cil de entrar em contato;9;S?? tenho a dizer que muito bom
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;O aplicativo ?? f??cil de ser utilizado;Oferece uma visualiza??o clara e correta dos meus ganhos;9;
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;;;9;
Promoter;BR;SP;Oferece um atendimento ao consumidor f??cil de entrar em contato;Oferece informa??es suficientes do passageiro;? f??cil receber meus ganhos na minha conta;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;;;9;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;Tem regras justas;Oferece ganhos bons e est??veis;9;
Promoter;BR;SP;O aplicativo ?? profissional;Oferece boas parcerias para o motorista;? f??cil receber meus ganhos na minha conta;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Oferece ganhos bons e est??veis;;9;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;Mostra as posi??es de embarque e desembarque corretamente;? f??cil receber meus ganhos na minha conta;9;
Promoter;BR;SP;Oferece ganhos bons e est??veis;? f??cil receber meus ganhos na minha conta;O aplicativo ?? f??cil de ser utilizado;9;
Promoter;BR;SP;O aplicativo ?? profissional;;;9;
Promoter;BR;SP;Oferece ganhos bons e est??veis;Oferece boas funcionalidades de seguran?a;Tem regras justas;9;N?o
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;Oferece informa??es suficientes do passageiro;? seguro trabalhar com a 99;9;? mais uma d??vida...tem como op??o de colocar wue que o passageiro n?o pagou nada?
Promoter;BR;SP;Oferece informa??es suficientes do passageiro;? seguro trabalhar com a 99;O aplicativo ?? f??cil de ser utilizado;9;
Promoter;BR;SP;Oferece boas funcionalidades de seguran?a;? f??cil receber meus ganhos na minha conta;? seguro trabalhar com a 99;9;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;Oferece ganhos bons e est??veis;Oferece uma visualiza??o clara e correta dos meus ganhos;9;Seria ??timo se tivessemos uma op??o para o passageiro que n?o tem como pagar a corrida pagar na pr??xima e nos recebemos a corrida na hora
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Os passageiros s?o educados e t??m uma rota de viagem segura;Mostra as posi??es de embarque e desembarque corretamente;9;O aplicativo ?? bom,pra muitas pessoas que n?o tem condi??es ajuda bastante
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;O aplicativo ?? f??cil de ser utilizado;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;9;O motorista deveria poder cancelar a corrida quando o local de embarque passar dos 5km ou 8min sem ser penalizado.
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Oferece uma visualiza??o clara e correta dos meus ganhos;Mostra as posi??es de embarque e desembarque corretamente;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;;;9;
Promoter;BR;SP;Oferece informa??es suficientes do passageiro;Oferece ganhos bons e est??veis;Mostra as posi??es de embarque e desembarque corretamente;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;? f??cil receber meus ganhos na minha conta;Oferece ganhos bons e est??veis;9;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;;;9;
Promoter;BR;SP;Oferece uma visualiza??o clara e correta dos meus ganhos;? f??cil receber meus ganhos na minha conta;Oferece informa??es suficientes do passageiro;9;A 99 e um ??timo app,por??m as suspens?es dada aos motoristas odevido cancelamentos e muito ruim, tem lugares que n?o vale apena o morista ir, e se o motorista fazer muito cancelamento de corridas assim ele ser?? punido com suspens?o e isso n?o ?? bom.
